label;geo_local_area;geom;geo_point_2d
3;Dunbar-Southlands;"{""coordinates"": [-123.18266607257304, 49.25607587008905], ""type"": ""Point""}";49.25607587008905, -123.18266607257304
1;Dunbar-Southlands;"{""coordinates"": [-123.18403045930573, 49.2571256870483], ""type"": ""Point""}";49.2571256870483, -123.18403045930573
A;Dunbar-Southlands;"{""coordinates"": [-123.1836401727051, 49.238200638543745], ""type"": ""Point""}";49.238200638543745, -123.1836401727051
43;Dunbar-Southlands;"{""coordinates"": [-123.18365336502994, 49.241562168585936], ""type"": ""Point""}";49.241562168585936, -123.18365336502994
2;Dunbar-Southlands;"{""coordinates"": [-123.18259613533034, 49.249339463786825], ""type"": ""Point""}";49.249339463786825, -123.18259613533034
2;Kitsilano;"{""coordinates"": [-123.17238770716287, 49.26909099397629], ""type"": ""Point""}";49.26909099397629, -123.17238770716287
30;Kitsilano;"{""coordinates"": [-123.17482905477786, 49.268076687833585], ""type"": ""Point""}";49.268076687833585, -123.17482905477786
26;Kitsilano;"{""coordinates"": [-123.1748905117224, 49.268760895849724], ""type"": ""Point""}";49.268760895849724, -123.1748905117224
12;Kitsilano;"{""coordinates"": [-123.16734484972847, 49.26777023018034], ""type"": ""Point""}";49.26777023018034, -123.16734484972847
15;Kerrisdale;"{""coordinates"": [-123.17789064054934, 49.2182922644682], ""type"": ""Point""}";49.2182922644682, -123.17789064054934
1;Dunbar-Southlands;"{""coordinates"": [-123.18361475988046, 49.22950667307306], ""type"": ""Point""}";49.22950667307306, -123.18361475988046
A;Dunbar-Southlands;"{""coordinates"": [-123.17961557147504, 49.230994992880234], ""type"": ""Point""}";49.230994992880234, -123.17961557147504
4;Dunbar-Southlands;"{""coordinates"": [-123.18665342111348, 49.232887151885336], ""type"": ""Point""}";49.232887151885336, -123.18665342111348
3;Kitsilano;"{""coordinates"": [-123.17177503284363, 49.26908066244058], ""type"": ""Point""}";49.26908066244058, -123.17177503284363
42;Kitsilano;"{""coordinates"": [-123.17514400301795, 49.2661824324861], ""type"": ""Point""}";49.2661824324861, -123.17514400301795
2;Kitsilano;"{""coordinates"": [-123.17219690368736, 49.26599238589963], ""type"": ""Point""}";49.26599238589963, -123.17219690368736
23;Kitsilano;"{""coordinates"": [-123.16927650931173, 49.26368560767437], ""type"": ""Point""}";49.26368560767437, -123.16927650931173
29;Kitsilano;"{""coordinates"": [-123.17668907468172, 49.267922037418685], ""type"": ""Point""}";49.267922037418685, -123.17668907468172
4;Arbutus Ridge;"{""coordinates"": [-123.16706050233788, 49.254052293347755], ""type"": ""Point""}";49.254052293347755, -123.16706050233788
109;Kitsilano;"{""coordinates"": [-123.1694110262864, 49.25899540538896], ""type"": ""Point""}";49.25899540538896, -123.1694110262864
106;Kitsilano;"{""coordinates"": [-123.17521036314697, 49.25908521801211], ""type"": ""Point""}";49.25908521801211, -123.17521036314697
2;Kitsilano;"{""coordinates"": [-123.17460166747952, 49.26203773925244], ""type"": ""Point""}";49.26203773925244, -123.17460166747952
4;Kitsilano;"{""coordinates"": [-123.1755326410362, 49.26256388881401], ""type"": ""Point""}";49.26256388881401, -123.1755326410362
69;Kitsilano;"{""coordinates"": [-123.16962019637569, 49.262607522424325], ""type"": ""Point""}";49.262607522424325, -123.16962019637569
2;Arbutus Ridge;"{""coordinates"": [-123.16843163883182, 49.251343180172995], ""type"": ""Point""}";49.251343180172995, -123.16843163883182
3;Arbutus Ridge;"{""coordinates"": [-123.17364156357714, 49.256003944291834], ""type"": ""Point""}";49.256003944291834, -123.17364156357714
F;Dunbar-Southlands;"{""coordinates"": [-123.17692736816947, 49.25561844336249], ""type"": ""Point""}";49.25561844336249, -123.17692736816947
1;Arbutus Ridge;"{""coordinates"": [-123.1694690933611, 49.256936674568045], ""type"": ""Point""}";49.256936674568045, -123.1694690933611
2;Dunbar-Southlands;"{""coordinates"": [-123.174353267465, 49.24081114626373], ""type"": ""Point""}";49.24081114626373, -123.174353267465
D;Arbutus Ridge;"{""coordinates"": [-123.16915069853056, 49.24905732312047], ""type"": ""Point""}";49.24905732312047, -123.16915069853056
65;Dunbar-Southlands;"{""coordinates"": [-123.17706497369267, 49.245329856646734], ""type"": ""Point""}";49.245329856646734, -123.17706497369267
R;Arbutus Ridge;"{""coordinates"": [-123.17189618087885, 49.252236214934975], ""type"": ""Point""}";49.252236214934975, -123.17189618087885
K;Kerrisdale;"{""coordinates"": [-123.17214114161823, 49.22860067059554], ""type"": ""Point""}";49.22860067059554, -123.17214114161823
G;Kerrisdale;"{""coordinates"": [-123.17071892537382, 49.228415238894286], ""type"": ""Point""}";49.228415238894286, -123.17071892537382
12;Kerrisdale;"{""coordinates"": [-123.17515465704308, 49.2320526510396], ""type"": ""Point""}";49.2320526510396, -123.17515465704308
10;Kerrisdale;"{""coordinates"": [-123.17231937849988, 49.23203616307223], ""type"": ""Point""}";49.23203616307223, -123.17231937849988
303;Kitsilano;"{""coordinates"": [-123.1567032620936, 49.26507882855611], ""type"": ""Point""}";49.26507882855611, -123.1567032620936
203;Kitsilano;"{""coordinates"": [-123.15642065878289, 49.27131664609557], ""type"": ""Point""}";49.27131664609557, -123.15642065878289
10;Kitsilano;"{""coordinates"": [-123.16535109186071, 49.26863379751415], ""type"": ""Point""}";49.26863379751415, -123.16535109186071
192;Kitsilano;"{""coordinates"": [-123.15864237099626, 49.27223861106595], ""type"": ""Point""}";49.27223861106595, -123.15864237099626
4;Kerrisdale;"{""coordinates"": [-123.1744444224494, 49.22431045748537], ""type"": ""Point""}";49.22431045748537, -123.1744444224494
18;Kitsilano;"{""coordinates"": [-123.16571009038977, 49.2652046982101], ""type"": ""Point""}";49.2652046982101, -123.16571009038977
341;Kitsilano;"{""coordinates"": [-123.16127068577286, 49.2633085294384], ""type"": ""Point""}";49.2633085294384, -123.16127068577286
557;Arbutus Ridge;"{""coordinates"": [-123.1593351437671, 49.24676632959863], ""type"": ""Point""}";49.24676632959863, -123.1593351437671
528;Arbutus Ridge;"{""coordinates"": [-123.15938115564899, 49.25480711921351], ""type"": ""Point""}";49.25480711921351, -123.15938115564899
2;Arbutus Ridge;"{""coordinates"": [-123.16330628587622, 49.235681666171764], ""type"": ""Point""}";49.235681666171764, -123.16330628587622
K;Arbutus Ridge;"{""coordinates"": [-123.16156716958909, 49.23673028630577], ""type"": ""Point""}";49.23673028630577, -123.16156716958909
L;Arbutus Ridge;"{""coordinates"": [-123.16172995277805, 49.2367295997713], ""type"": ""Point""}";49.2367295997713, -123.16172995277805
18;Arbutus Ridge;"{""coordinates"": [-123.16233053509143, 49.239934232223455], ""type"": ""Point""}";49.239934232223455, -123.16233053509143
6;Arbutus Ridge;"{""coordinates"": [-123.16116617667225, 49.23971369785735], ""type"": ""Point""}";49.23971369785735, -123.16116617667225
8;Arbutus Ridge;"{""coordinates"": [-123.15908848024911, 49.23871181760831], ""type"": ""Point""}";49.23871181760831, -123.15908848024911
2;Arbutus Ridge;"{""coordinates"": [-123.15592542686257, 49.24153980958189], ""type"": ""Point""}";49.24153980958189, -123.15592542686257
14;Kerrisdale;"{""coordinates"": [-123.16306354706187, 49.22404790620533], ""type"": ""Point""}";49.22404790620533, -123.16306354706187
1;Kerrisdale;"{""coordinates"": [-123.15719946212924, 49.22562988344881], ""type"": ""Point""}";49.22562988344881, -123.15719946212924
14;Kerrisdale;"{""coordinates"": [-123.16508664538416, 49.229978328396825], ""type"": ""Point""}";49.229978328396825, -123.16508664538416
6;Kerrisdale;"{""coordinates"": [-123.1572227487296, 49.22752381413622], ""type"": ""Point""}";49.22752381413622, -123.1572227487296
L;Kerrisdale;"{""coordinates"": [-123.16107217144788, 49.232938659428754], ""type"": ""Point""}";49.232938659428754, -123.16107217144788
18;Kitsilano;"{""coordinates"": [-123.1510532739261, 49.272950739499265], ""type"": ""Point""}";49.272950739499265, -123.1510532739261
156;Kitsilano;"{""coordinates"": [-123.14864264696745, 49.27583876752321], ""type"": ""Point""}";49.27583876752321, -123.14864264696745
5;Kerrisdale;"{""coordinates"": [-123.16210688017577, 49.21652563019099], ""type"": ""Point""}";49.21652563019099, -123.16210688017577
6;Kerrisdale;"{""coordinates"": [-123.15725379690663, 49.21862787955776], ""type"": ""Point""}";49.21862787955776, -123.15725379690663
384;Kitsilano;"{""coordinates"": [-123.154378056677, 49.26135165449534], ""type"": ""Point""}";49.26135165449534, -123.154378056677
424;Kitsilano;"{""coordinates"": [-123.15444402507474, 49.25951417704212], ""type"": ""Point""}";49.25951417704212, -123.15444402507474
325;Kitsilano;"{""coordinates"": [-123.15203882699416, 49.26414296555637], ""type"": ""Point""}";49.26414296555637, -123.15203882699416
206;Kitsilano;"{""coordinates"": [-123.1489823254476, 49.271024885445065], ""type"": ""Point""}";49.271024885445065, -123.1489823254476
216;Kitsilano;"{""coordinates"": [-123.14911574405464, 49.27014695299494], ""type"": ""Point""}";49.27014695299494, -123.14911574405464
244;Kitsilano;"{""coordinates"": [-123.15419050371257, 49.26760603858723], ""type"": ""Point""}";49.26760603858723, -123.15419050371257
43;Shaughnessy;"{""coordinates"": [-123.14968111636406, 49.25184051516276], ""type"": ""Point""}";49.25184051516276, -123.14968111636406
39;Shaughnessy;"{""coordinates"": [-123.1450934656321, 49.254343504942405], ""type"": ""Point""}";49.254343504942405, -123.1450934656321
465;Kitsilano;"{""coordinates"": [-123.15219598301543, 49.25761276498883], ""type"": ""Point""}";49.25761276498883, -123.15219598301543
464;Kitsilano;"{""coordinates"": [-123.15454682074284, 49.257650554579854], ""type"": ""Point""}";49.257650554579854, -123.15454682074284
428;Fairview;"{""coordinates"": [-123.14495790840408, 49.25933935860742], ""type"": ""Point""}";49.25933935860742, -123.14495790840408
427;Kitsilano;"{""coordinates"": [-123.14732804990004, 49.25937725288195], ""type"": ""Point""}";49.25937725288195, -123.14732804990004
385;Kitsilano;"{""coordinates"": [-123.15188383238028, 49.26133225632414], ""type"": ""Point""}";49.26133225632414, -123.15188383238028
4;Kerrisdale;"{""coordinates"": [-123.15351595904782, 49.23392180283977], ""type"": ""Point""}";49.23392180283977, -123.15351595904782
3;Shaughnessy;"{""coordinates"": [-123.15026437878475, 49.239464975422756], ""type"": ""Point""}";49.239464975422756, -123.15026437878475
76;Arbutus Ridge;"{""coordinates"": [-123.15207953842769, 49.24825455602589], ""type"": ""Point""}";49.24825455602589, -123.15207953842769
746;Shaughnessy;"{""coordinates"": [-123.14765066197322, 49.24515339206123], ""type"": ""Point""}";49.24515339206123, -123.14765066197322
665;Shaughnessy;"{""coordinates"": [-123.1494703081403, 49.24827597867551], ""type"": ""Point""}";49.24827597867551, -123.1494703081403
24;Shaughnessy;"{""coordinates"": [-123.15176355007553, 49.25381718877532], ""type"": ""Point""}";49.25381718877532, -123.15176355007553
532;Arbutus Ridge;"{""coordinates"": [-123.15467342220911, 49.25382903544959], ""type"": ""Point""}";49.25382903544959, -123.15467342220911
12;Kerrisdale;"{""coordinates"": [-123.15012986549729, 49.22497648031221], ""type"": ""Point""}";49.22497648031221, -123.15012986549729
C;Kerrisdale;"{""coordinates"": [-123.14582707554254, 49.22293295968256], ""type"": ""Point""}";49.22293295968256, -123.14582707554254
4;Kerrisdale;"{""coordinates"": [-123.1536223746871, 49.23020077298655], ""type"": ""Point""}";49.23020077298655, -123.1536223746871
12;Kerrisdale;"{""coordinates"": [-123.15020879594184, 49.229874749176474], ""type"": ""Point""}";49.229874749176474, -123.15020879594184
11;Marpole;"{""coordinates"": [-123.14581695258083, 49.216565665923305], ""type"": ""Point""}";49.216565665923305, -123.14581695258083
6;Kerrisdale;"{""coordinates"": [-123.15238625768625, 49.21440215921994], ""type"": ""Point""}";49.21440215921994, -123.15238625768625
4;Kerrisdale;"{""coordinates"": [-123.1506929919137, 49.21799672763681], ""type"": ""Point""}";49.21799672763681, -123.1506929919137
3;Kerrisdale;"{""coordinates"": [-123.151725174835, 49.21817793567952], ""type"": ""Point""}";49.21817793567952, -123.151725174835
1;Kerrisdale;"{""coordinates"": [-123.15339610090236, 49.21889665547397], ""type"": ""Point""}";49.21889665547397, -123.15339610090236
1;Kerrisdale;"{""coordinates"": [-123.14850411939564, 49.2226088047429], ""type"": ""Point""}";49.2226088047429, -123.14850411939564
K;Kerrisdale;"{""coordinates"": [-123.14907335904381, 49.222607603783736], ""type"": ""Point""}";49.222607603783736, -123.14907335904381
B;Kerrisdale;"{""coordinates"": [-123.14941051717511, 49.222609866768586], ""type"": ""Point""}";49.222609866768586, -123.14941051717511
3;Kerrisdale;"{""coordinates"": [-123.1546841938082, 49.22350684216815], ""type"": ""Point""}";49.22350684216815, -123.1546841938082
5;Kerrisdale;"{""coordinates"": [-123.15394688835862, 49.22312824465401], ""type"": ""Point""}";49.22312824465401, -123.15394688835862
251;Fairview;"{""coordinates"": [-123.13739667191496, 49.26752443207652], ""type"": ""Point""}";49.26752443207652, -123.13739667191496
E;Fairview;"{""coordinates"": [-123.1400364884494, 49.27417579212203], ""type"": ""Point""}";49.27417579212203, -123.1400364884494
470;Fairview;"{""coordinates"": [-123.14030164855996, 49.25741585776629], ""type"": ""Point""}";49.25741585776629, -123.14030164855996
472;Shaughnessy;"{""coordinates"": [-123.13515395916858, 49.25735198439047], ""type"": ""Point""}";49.25735198439047, -123.13515395916858
410;Fairview;"{""coordinates"": [-123.14014394288071, 49.260180458698855], ""type"": ""Point""}";49.260180458698855, -123.14014394288071
432;Fairview;"{""coordinates"": [-123.1353053770227, 49.259176468689006], ""type"": ""Point""}";49.259176468689006, -123.1353053770227
32;Shaughnessy;"{""coordinates"": [-123.14050081676115, 49.251210792404024], ""type"": ""Point""}";49.251210792404024, -123.14050081676115
912;Shaughnessy;"{""coordinates"": [-123.135884636201, 49.23732298947056], ""type"": ""Point""}";49.23732298947056, -123.135884636201
933;Shaughnessy;"{""coordinates"": [-123.1338246072209, 49.23632903541624], ""type"": ""Point""}";49.23632903541624, -123.1338246072209
691;Shaughnessy;"{""coordinates"": [-123.1376953598351, 49.24771686977547], ""type"": ""Point""}";49.24771686977547, -123.1376953598351
692;Shaughnessy;"{""coordinates"": [-123.13585762041141, 49.24739146608462], ""type"": ""Point""}";49.24739146608462, -123.13585762041141
732;Shaughnessy;"{""coordinates"": [-123.13621976938065, 49.24553369468372], ""type"": ""Point""}";49.24553369468372, -123.13621976938065
12;Oakridge;"{""coordinates"": [-123.13373843473704, 49.22707839469318], ""type"": ""Point""}";49.22707839469318, -123.13373843473704
4;Oakridge;"{""coordinates"": [-123.13628398550253, 49.22717350395908], ""type"": ""Point""}";49.22717350395908, -123.13628398550253
14;Kerrisdale;"{""coordinates"": [-123.14314010438035, 49.232983175356395], ""type"": ""Point""}";49.232983175356395, -123.14314010438035
B;Kerrisdale;"{""coordinates"": [-123.14399998145159, 49.232981647946005], ""type"": ""Point""}";49.232981647946005, -123.14399998145159
1;Kerrisdale;"{""coordinates"": [-123.14066018871766, 49.233754002533814], ""type"": ""Point""}";49.233754002533814, -123.14066018871766
851;Shaughnessy;"{""coordinates"": [-123.13911791905811, 49.24037861328125], ""type"": ""Point""}";49.24037861328125, -123.13911791905811
E;Kerrisdale;"{""coordinates"": [-123.14265117193982, 49.222909129901794], ""type"": ""Point""}";49.222909129901794, -123.14265117193982
15;Oakridge;"{""coordinates"": [-123.13871245782809, 49.22290636168108], ""type"": ""Point""}";49.22290636168108, -123.13871245782809
1;Marpole;"{""coordinates"": [-123.13941992839337, 49.20967008643736], ""type"": ""Point""}";49.20967008643736, -123.13941992839337
8;Marpole;"{""coordinates"": [-123.14202172198304, 49.21709716715705], ""type"": ""Point""}";49.21709716715705, -123.14202172198304
