ID,Name,Status,Category,Status Detail,Latitude,Longitude,Link
RZ580,1405 Main St and 1510 Quebec St,Approved,approved_market,"Approved February 10, 2026",49.2723355721356,-123.100717660376,https://www.shapeyourcity.ca/1405-main-st-and-1510-quebec-st
RZ581,138 E 7th Ave,Approved,approved_office,"Approved February 3, 2026",49.2643668019721,-123.102045928835,https://www.shapeyourcity.ca/138-e-7-ave
RZ583,464-482 E 8th Ave and 2401 St. George St,Rezoning,rezoning_market,Application in Process,49.2632516022094,-123.093504828835,https://www.shapeyourcity.ca/464-482-e-8-ave
RZ584,2245-2283 W Broadway,Approved,approved_market,"Approved June 2, 2026",49.2641658006713,-123.156407028835,https://www.shapeyourcity.ca/2245-2283-w-broadway
RZ585,360 E 14th Ave,Approved,approved_market,"Approved June 2, 2026",49.2580574011047,-123.096953128835,https://www.shapeyourcity.ca/360-e-14-ave
RZ586,1010 W King Edward Ave,Rezoning,rezoning_strata,Application in Process,49.2489615912542,-123.128011628835,https://www.shapeyourcity.ca/1010-w-king-edward
RZ587,5635-5655 Cambie St and 511 W 41st Ave,Approved,approved_strata,"Approved May 5, 2026",49.2342279175953,-123.116640886508,https://www.shapeyourcity.ca/5635-5655-cambie-st-and-511-w-41-ave
RZ588,4338-4362 Cambie St,Rezoning,rezoning_market,Application in Process,49.2473833926074,-123.114919915341,https://www.shapeyourcity.ca/4338-4362-cambie-st-2
RZ589,1431 W Broadway,Rezoning,rezoning_strata,Application in Process,49.2639059006993,-123.136932809769,https://www.shapeyourcity.ca/1431-w-broadway
RZ590,1125 W 10th Ave,Approved,approved_market,"Approved January 22, 2026",49.2627610015423,-123.12990545767,https://www.shapeyourcity.ca/1125-w-10-ave
RZ590,807-815 Hornby St,Approved,approved_market,"Approved July 21, 2026",49.2825700512165,-123.122476714504,https://www.shapeyourcity.ca/807-815-hornby-st
RZ591,6012-6088 Cambie St,Approved,approved_market,"Approved May 5, 2026",49.2305421816683,-123.11586335767,https://www.shapeyourcity.ca/6012-6088-cambie-st
RZ591,1045 Haro St and 830-850 Thurlow St,Upcoming,upcoming_market,Council meeting July 14,49.2836747446477,-123.124915174863,https://www.shapeyourcity.ca/1045-haro-st-and-830-850-thurlow-st
RZ592,3803-3823 W 10th Ave and 2553 Highbury St,Rezoning,rezoning_market,Application in Process,49.2637765992009,-123.188173601166,https://www.shapeyourcity.ca/3803-3823-w-10-ave-and-2553-highbury-st
RZ592,888 W 8th Ave,Approved,approved_market,"Approved May 5, 2026",49.264144294408,-123.123390444071,https://www.shapeyourcity.ca/888-w-8th-ave
RZ593,1500-1588 W 3rd Ave,Approved,approved_office,"Approved June 2, 2026",49.2686458806633,-123.140194545819,https://www.shapeyourcity.ca/1500-1588-w-3-ave
RZ593,904-920 Davie St,Approved,approved_market,"Approved July 28, 2026",49.2786590545428,-123.128835460523,https://www.shapeyourcity.ca/904-920-davie-street
RZ594,1745 W 8th Ave,Approved,approved_market,"Approved June 3, 2026",49.2651065871913,-123.143950560183,https://www.shapeyourcity.ca/1745-w-8th-ave
RZ594,605-695 SE Marine Dr,Rezoning,rezoning_market,Application in Process,49.2112892348597,-123.092579949238,https://www.shapeyourcity.ca/605-695-se-marine-dr
RZ595,8530 Cambie St,Upcoming,upcoming_market,Council meeting July 28,49.2087198464805,-123.115934344844,https://www.shapeyourcity.ca/8530-cambie-st
RZ596,1366 W 12th Ave,Approved,approved_market,"Approved October 23, 2025",49.2604516143858,-123.135386620375,https://www.shapeyourcity.ca/1366-w-12-ave
RZ596,3731-3743 W 4th Ave and 1975 Alma St,Approved,approved_market,"Approved June 2, 2026",49.2689157528502,-123.186354046626,https://www.shapeyourcity.ca/3731-3743-w-4th-ave-and-1975-alma-st
RZ597,"501-525 W Georgia St, 619 Richards St, and 500 Dunsmuir St",Approved,approved_strata,"Approved July 23, 2026",49.2816779751132,-123.11607345767,https://www.shapeyourcity.ca/501-525-w-georgia-st
RZ597,"501-525 W Georgia St, 619 Richards St, and 500 Dunsmuir St",Approved,approved_market,"Approved July 23, 2026",49.2816749751132,-123.11607045767,https://www.shapeyourcity.ca/501-525-w-georgia-st
RZ597,4088 Granville St,Approved,approved_market,"Approved April 14, 2026",49.2498678848797,-123.13869533142,https://www.shapeyourcity.ca/4088-granville-st
RZ598,2233 W 3rd Ave,Approved,approved_market,"Approved January 27, 2026",49.2692987701644,-123.155837918439,https://www.shapeyourcity.ca/2233-w-3rd-ave
RZ598,575-595 W Georgia St and 620-692 Seymour St,Rezoning,rezoning_office,Application in Process,49.2819649580449,-123.116666373012,https://www.shapeyourcity.ca/575-595-w-georgia-st-and-620-692-seymour-st
RZ599,602-644 Kingsway & 603-617 E 16th Ave,Approved,approved_market,"Approved June 2, 2026",49.256786,-123.091055,https://www.shapeyourcity.ca/602-644-kingsway-and-603-617-e-16th-ave
RZ599,388 Abbott St,Rezoning,rezoning_non_market,Application in Process,49.282248785434,-123.106753871237,https://www.shapeyourcity.ca/388-abbott-st
RZ600,1926-1978 E Broadway,Rezoning,rezoning_non_market,Application in Process,49.26213203282,-123.064372542329,https://www.shapeyourcity.ca/1926-1978-e-broadway-2
RZ600,1926-1978 E Broadway,Rezoning,rezoning_market,Application in Process,49.26213503282,-123.064375542329,https://www.shapeyourcity.ca/1926-1978-e-broadway-2
RZ600,1613-1625 Nanaimo St,Approved,approved_market,"Approved February 5, 2026",49.2702990790738,-123.056943345254,https://www.shapeyourcity.ca/1613-1625-nanaimo-st
RZ601,215 W 1st Ave,Approved,approved_office,"Approved February 26, 2026",49.2713385505014,-123.109885219971,https://www.shapeyourcity.ca/215-w-1-ave
RZ601,531-595 W 27th Ave,Approved,approved_market,"Approved May 5, 2026",49.2474876532176,-123.1182157295,https://www.shapeyourcity.ca/531-595-w-27-ave-2
RZ602,6507-6527 Maple St,Approved,approved_market,"Approved February 3, 2026",49.2270072324656,-123.152761928835,https://www.shapeyourcity.ca/6507-6527-maple-st
RZ602,6212-6218 Ash St,Approved,approved_market,"Approved July 14, 2026",49.2289084337004,-123.117499338633,https://www.shapeyourcity.ca/6212-6218-ash-st-2
RZ602,6212-6218 Ash St,Approved,approved_non_market,"Approved July 14, 2026",49.2289054337004,-123.117496338633,https://www.shapeyourcity.ca/6212-6218-ash-st-2
RZ603,2170 W 3rd Ave,Approved,approved_market,"Approved June 2, 2026",49.2689055808677,-123.154416458335,https://www.shapeyourcity.ca/2170-w-3-ave
RZ603,809 W 41st Ave,Approved,approved_market,"Approved July 16, 2026",49.2344062345666,-123.124127711646,https://www.shapeyourcity.ca/809-w-41-ave-2
RZ604,1668 W Broadway,Approved,approved_market,"Approved June 2, 2026",49.2635939243455,-123.142271826984,https://www.shapeyourcity.ca/1668-w-broadway
RZ605,5590 Victoria Drive and 2005 E40th Ave,Approved,approved_market,"Approved April 14, 2026",49.2341000768085,-123.0652260816,https://www.shapeyourcity.ca/5590-victoria-dr-and-2005-e-40-ave-ta
RZ605,5590 Victoria Drive and 2005 E40th Ave,Approved,approved_non_market,"Approved April 14, 2026",49.2340970768085,-123.0652230816,https://www.shapeyourcity.ca/5590-victoria-dr-and-2005-e-40-ave-ta
RZ606,1880-1898 Main St and Lorne St,Approved,approved_market,"Approved May 19, 2026",49.2688582235816,-123.100247957671,https://www.shapeyourcity.ca/1880-1898-main-st-and-1851-lorne-st
RZ607,304-316 E 1st Ave,Approved,approved_market,"Approved July 14, 2026",49.2680727841279,-123.097123531347,https://www.shapeyourcity.ca/304-316-e-1-ave
RZ608,6333-6369 Yukon St,Approved,approved_market,"Approved July 23, 2026",49.2275662,-123.1150281,https://www.shapeyourcity.ca/6333-6369-yukon-st-2
RZ609,2396-2400 Kingsway and 2441-2493 E 33rd Ave,Rezoning,rezoning_market,Application in Process,49.2415074420389,-123.056548084658,https://www.shapeyourcity.ca/2396-2400-kingsway-and-2441-2493-e-33-ave
RZ611,2345-2349 Main St,Upcoming,upcoming_market,Council meeting July 28,49.2642680676415,-123.101180796304,https://www.shapeyourcity.ca/2345-2349-main-st
RZ612,365-395 W Broadway,Approved,approved_market,"Approved July 14, 2026",49.2633805544,-123.112653317347,https://www.shapeyourcity.ca/365-395-w-broadway
RZ613,2516 Commercial Dr and 1704 E Broadway,Approved,approved_market,"Approved July 23, 2026",49.2623020486554,-123.069521915341,https://www.shapeyourcity.ca/2516-commercial-dr-and-1704-e-broadway
RZ614,3553-3563 E Hastings Street,Approved,approved_market,"Approved March 5, 2026",49.2814105593065,-123.027140344707,https://www.shapeyourcity.ca/3553-e-hastings-st
RZ614,3553-3563 E Hastings Street,Approved,approved_non_market,"Approved March 5, 2026",49.2814075593065,-123.027137344707,https://www.shapeyourcity.ca/3553-e-hastings-st
RZ615,8427-8483 Cambie Street,Upcoming,upcoming_market,Council meeting July 28,49.2089763675915,-123.117580796304,https://www.shapeyourcity.ca/8427-8483-cambie-st
RZ616,935-955 W 57th Ave and 7225-7255 Laurel St,Rezoning,rezoning_market,Application in Process,49.2195728650817,-123.126675699999,https://www.shapeyourcity.ca/935-955-w-57-ave-7225-7255-laurel-st
RZ617,717-743 W 28th Ave (primary address 717 W 28th Avenue),Approved,approved_market,"Approved May 19, 2026",49.2468562296796,-123.120887084656,https://www.shapeyourcity.ca/717-w-28-ave-2
RZ618,"3575 Sawmill Cres, 8711 River District Crossing, and 3522 E Kent Ave S",Approved,approved_market,"Approved February 24, 2026",49.2062399957207,-123.028585087367,https://www.shapeyourcity.ca/3522-e-kent-ave-s-8711-river-dist-crossing
RZ619,325-343 W 41st Ave and 5696 Alberta St,Approved,approved_market,"Approved February 26, 2026",49.2337514117078,-123.113192497391,https://www.shapeyourcity.ca/325-343-w-41-ave-and-5696-alberta-st
RZ620,375-475 W 41st Ave,Approved,approved_market,"Approved February 26, 2026",49.2338491645296,-123.115196564516,https://www.shapeyourcity.ca/375-475-w-41-ave
RZ621,39-65 Smithe St,Approved,approved_market,"Approved February 17, 2026",49.2759289732159,-123.112975592608,https://www.shapeyourcity.ca/39-65-smithe-st
RZ624,1305-1325 W 13th Ave,Rezoning,rezoning_market,Application in Process,49.2601840422135,-123.13427091534,https://www.shapeyourcity.ca/1305-1325-w-13-ave
RZ624,1305-1325 W 13th Ave,Rezoning,rezoning_non_market,Application in Process,49.2601810422135,-123.13426791534,https://www.shapeyourcity.ca/1305-1325-w-13-ave
RZ625,"2808-2888 E Broadway, 2813-2881 E 10th Ave, 2528-2580 Kaslo St",Approved,approved_strata,"Approved July 21, 2026",49.2623011183151,-123.046740915341,https://www.shapeyourcity.ca/2808-2888-e-broadway
RZ625,"2808-2888 E Broadway, 2813-2881 E 10th Ave, 2528-2580 Kaslo St",Approved,approved_non_market,"Approved July 21, 2026",49.2622981183151,-123.046737915341,https://www.shapeyourcity.ca/2808-2888-e-broadway
RZ626,1683-1691 E Pender St and 485 Commercial Dr,Approved,approved_market,"Approved July 16, 2026",49.2807014757005,-123.071199542328,https://www.shapeyourcity.ca/1683-1691-e-pender-and-485-commercial-dr
RZ628,888 W Broadway text amendment,Approved,approved_market,"Approved February 26, 2026",49.2633770530028,-123.122818626987,https://www.shapeyourcity.ca/888-w-broadway-2
RZ629,"4911-5255 Heather St, 637-657 W 37th Ave, & 620-689 W 35th Ave (Heather Lands)",Approved,approved_market,"Approved March 31, 2026",49.239289441468,-123.121314034002,https://www.shapeyourcity.ca/4911-5255-heather-637-657-w-37-ave-and-620-689-w-35-ave
RZ630,1444 Alberni St and 740 Nicola St,Approved,approved_market,"Approved July 28, 2026",49.288886,-123.129768,https://www.shapeyourcity.ca/1444-alberni-st-and-740-nicola-st
RZ631,888-896 Cambie St,Approved,approved_market,"Approved May 7, 2026",49.2773324894286,-123.11530908337,https://www.shapeyourcity.ca/888-896-cambie-st
RZ632,816-860 W 13th Ave and 2915-2925 Willow St,Approved,approved_market,"Approved February 19, 2026",49.2593319,-123.1226621,https://www.shapeyourcity.ca/816-860-w-13-ave-and-2915-2925-willow-st-2
RZ633,2538 Birch Street (formerly 1296 West Broadway),Approved,approved_market,"Approved July 23, 2026",49.2634940612644,-123.133313,https://www.shapeyourcity.ca/2538-birch
RZ634,1031-1039 Burnaby St,Upcoming,upcoming_market,Council meeting July 28,49.2792856384007,-123.13107824132,https://www.shapeyourcity.ca/1031-1039-burnaby
RZ635,5229-5249 Ash St,Upcoming,upcoming_market,Council meeting July 28,49.2376589066391,-123.118102408761,https://www.shapeyourcity.ca/5229-5249-ash-st-2
RZ636,2406-2484 Renfrew St,Approved,approved_market,"Approved July 21, 2026",49.263363113555,-123.043933915341,https://www.shapeyourcity.ca/2406-2484-renfrew-st-1
RZ637,75 E 8th Ave,Upcoming,upcoming_market,"Public Hearing July 16, 2026",49.264161051758,-123.103375830683,https://www.shapeyourcity.ca/75-e-8-ave
RZ638,456 Prior St,Approved,approved_market,"Approved February 19, 2026",49.2765007826534,-123.094650211651,https://www.shapeyourcity.ca/456-prior-ta
RZ639,1795 W Broadway,Approved,approved_market,"Approved July 28, 2026",49.2640692418483,-123.145433339359,https://www.shapeyourcity.ca/1795-w-broadway
RZ640,1368-1398 W Broadway,Approved,approved_market,"Approved July 28, 2026",49.2633605933564,-123.135229216349,https://www.shapeyourcity.ca/1368-1398-w-broadway
RZ642,2611 Victoria Dr,Upcoming,upcoming_market,Council meeting July 14,49.261164014179,-123.066332271164,https://www.shapeyourcity.ca/2611-victoria-dr
RZ643,133-159 W 49th Ave,Approved,approved_market,"Approved May 19, 2026",49.2261165438287,-123.109120093252,https://www.shapeyourcity.ca/133-159-w-49-ave
RZ644,401 Kingsway,Rezoning,rezoning_market,Application in Process,49.2596134113597,-123.095553075863,https://www.shapeyourcity.ca/401-kingsway
RZ645,421 Kingsway,Rezoning,rezoning_market,Application in Process,49.2592131186951,-123.094525774019,https://www.shapeyourcity.ca/421-kingsway
RZ646,185-193 SW Marine Dr and 7980 Manitoba St text amendment,Approved,approved_market,"Approved May 5, 2026",49.2125843992778,-123.10969493013,https://www.shapeyourcity.ca/185-193-sw-marine-7980-manitoba-ta
RZ647,6525-6575 Oak St,Approved,approved_market,"Approved July 23, 2026",49.2264375621837,-123.12879594703,https://www.shapeyourcity.ca/6525-6575-oak
RZ648,Vancouver General Hospital Campus,Approved,approved_market,"Approved July 14, 2026",49.2614894015469,-123.122258059288,https://www.shapeyourcity.ca/855-w-12-ave
RZ649,111 E 5th Ave,Rezoning,rezoning_market,Referred back to staff,49.2667180123538,-123.102152528161,https://www.shapeyourcity.ca/111-e-5
RZ650,1743 Burrard St,Rezoning,rezoning_market,Application In Process,49.2701653923687,-123.145910301098,https://www.shapeyourcity.ca/1743-burrard-st
RZ651,"966 W 18th Ave (906-982 W 18th Ave, 907-975 W 19th Ave & 3403-3415 Laurel St) (Balfour Block)",Upcoming,upcoming_strata,Council meeting July 28,49.2552040314443,-123.12598445767,https://www.shapeyourcity.ca/966-w-18-ave
RZ651,"966 W 18th Ave (906-982 W 18th Ave, 907-975 W 19th Ave & 3403-3415 Laurel St) (Balfour Block)",Upcoming,upcoming_market,Council meeting July 28,49.2552010314443,-123.12598145767,https://www.shapeyourcity.ca/966-w-18-ave
RZ652,896 W 8th Ave and 2412 Laurel St,Rezoning,rezoning_market,Application in Process,49.2643660506528,-123.123835542329,https://www.shapeyourcity.ca/896-w-8-ave-and-2412-laurel-st
RZ653,1105-1109 Granville St,Rezoning,rezoning_market,Application in Process,49.2784183586522,-123.124984460182,https://www.shapeyourcity.ca/1105-1109-granville-st
RZ654,1618-1680 E Hastings St,Approved,approved_market,"Approved July 14, 2026",49.2811642428024,-123.071791177912,https://www.shapeyourcity.ca/1618-1680-e-hastings
RZ655,486 W 26th Ave,Rezoning,rezoning_market,Application in Process,49.2478361513259,-123.1148331,https://www.shapeyourcity.ca/486-w-26-ave
RZ656,3202 Riverwalk Ave (Parcel 11) and 3302 North Arm Ave (Parcel 24 & Parcel 28) (East Fraser Lands (Area 2)),Approved,approved_market,"Approved July 14, 2026",49.2052028254732,-123.037818743447,https://www.shapeyourcity.ca/3202-riverwalk-ave-and-3302-northarm-ave
RZ657,2277 W 2nd Ave and 1750 Vine St,Approved,approved_market,"Approved July 28, 2026",49.2703860065359,-123.156762542327,https://www.shapeyourcity.ca/2277-w-2nd-ave-and-1750-vine-st
RZ658,282 W 49th Ave (Langara YMCA),Approved,approved_market,"Approved July 14, 2026",49.2260825154499,-123.112654492065,https://www.shapeyourcity.ca/282-w-49-ave-2
RZ659,811 Carrall St (Northeast False Creek Sub-area 6C),Rezoning,rezoning_non_market,On Hold,49.276693972844,-123.107696283058,https://www.shapeyourcity.ca/811-carrall-st
RZ659,811 Carrall St (Northeast False Creek Sub-area 6C),Rezoning,rezoning_strata,On Hold,49.276696972844,-123.107699283058,https://www.shapeyourcity.ca/811-carrall-st
RZ660,"450-496 Prior St, 550 Malkin Ave and 1002 Station St - Directions Report",Approved,approved_market,"Approved July 21, 2026",49.2762802950072,-123.094628753981,https://www.shapeyourcity.ca/456-prior-st-ir
RZ661,5027-5053 Boundary Road,Upcoming,upcoming_market,Council meeting July 28,49.2389745528776,-123.024000488348,https://www.shapeyourcity.ca/5027-5053-boundary-rd
RZ662,852-872 Seymour St,Rezoning,rezoning_market,Application in Process,49.2799998919005,-123.119485971165,https://www.shapeyourcity.ca/852-872-seymour-st-2
RZ663,6628-6688 Granville St,Rezoning,rezoning_strata,Application in Process,49.2255332503317,-123.139528686508,https://www.shapeyourcity.ca/6628-6688-granville-st
RZ664,3475 E Hastings St,Upcoming,upcoming_market,TBD,49.2816309746937,-123.029141457671,https://www.shapeyourcity.ca/3475-e-hastings
RZ665,314-324 W 12th Ave,Rezoning,rezoning_market,Application in Process,49.2599795106655,-123.111662186506,https://www.shapeyourcity.ca/314-324-w-12th-ave
RZ666,618 W 32nd Ave,Rezoning,rezoning_market,Application in Process,49.2424253033122,-123.118974915344,https://www.shapeyourcity.ca/618-w-32-ave-2
RZ667,948 Howe St,Rezoning,rezoning_market,Application in Process,49.2803447862807,-123.123188901844,https://www.shapeyourcity.ca/948-howe
RZ668,2777 Oak St,Rezoning,rezoning_market,Application in Process,49.2609590252609,-123.127221186507,https://www.shapeyourcity.ca/2777-oak-st
RZ669,3696 Kingsway,Rezoning,rezoning_market,Application in Process,49.2323181291646,-123.023776271163,https://www.shapeyourcity.ca/3696-kingsway
RZ670,730 Raymur Ave,Rezoning,rezoning_market,Application in Process,49.2782649819599,-123.082926915344,https://www.shapeyourcity.ca/730-raymur-ave
RZ671,601 Beach Cres,Rezoning,rezoning_market,Application in Process,49.27382262106,-123.129880645254,https://www.shapeyourcity.ca/601-beach-cres
RZ672,3215 Macdonald St,Rezoning,rezoning_market,Application in Process,49.2575147264235,-123.168689907758,https://www.shapeyourcity.ca/3215-macdonald-ta
RZ673,5079-5137 Ash Street,Rezoning,rezoning_market,Application in Process,49.2386881259578,-123.1186811471,https://www.shapeyourcity.ca/5079-5137-ash-street
RZ674,2000 W 12th Ave,Rezoning,rezoning_market,Application in Process,49.2608815245051,-123.151081457671,https://www.shapeyourcity.ca/2000-w-12-ave
RZ675,688 W 57th Ave (Parcel C),Rezoning,rezoning_market,Application in Process,49.2182291960321,-123.120207937275,https://www.shapeyourcity.ca/688-w57-ave-ta
RZ676,628 W 28th Ave,Rezoning,rezoning_market,Application in Process,49.2460335449946,-123.119734119371,https://www.shapeyourcity.ca/628-w-28-ave
RZ677,"929-989 W 41st Ave, 5670 Oak St, 988 W 38th Ave, and 5469-5507 Willow St (former Oakridge Transit Centre)",Upcoming,upcoming_market,"Open house June 17, 2026 to July 1, 2026",49.2354022130285,-123.125686999999,https://www.shapeyourcity.ca/929-989-w-41-ave-otc
RZ678,259-293 E 11th Ave and 216 Kingsway,Upcoming,upcoming_market,"Open house June 17, 2026 to July 2, 2026",49.2613809411086,-123.0991049,https://www.shapeyourcity.ca/259-293-e-11-216-kingsway
RZ679,2900-2926 Fraser St,Rezoning,rezoning_market,Application in Process,49.258573238802,-123.088922279726,https://www.shapeyourcity.ca/2900-2926-fraser-st
RZ680,1749-1755 W 4th Ave,Rezoning,rezoning_market,Application in Process,49.2682642988617,-123.144442582209,https://www.shapeyourcity.ca/1749-1757-w-4-ave
RZ681,7525 Cambie St,Upcoming,upcoming_market,Council Meeting July 16,49.2168186327485,-123.117411646624,https://www.shapeyourcity.ca/7525-cambie-st-2
RZ682,1407 E 41st Ave and 5696-5698,Rezoning,rezoning_market,Application in Process,49.2329932305809,-123.076569123096,https://www.shapeyourcity.ca/1407-e-41-5696-5698-knight
RZ683,1166 W Pender St,Upcoming,upcoming_market,"Open house November 25, 2026 to December 8, 2026",49.2880185563159,-123.122549028834,https://www.shapeyourcity.ca/1166-w-pender
RZ684,8555 Cambie St,Rezoning,rezoning_market,Application in Process,49.2075733937378,-123.117963430683,https://www.shapeyourcity.ca/8555-cambie-st
RZ685,3738 Granville St and 1499 Balfour Ave,Upcoming,upcoming_market,"Open house November 18, 2026 to December 1, 2026",49.2526888491533,-123.138415213495,https://www.shapeyourcity.ca/3738-granville-1499-balfour
