civic_number;geo_local_area;geom;p_parcel_id;pcoord;site_id;std_street;geo_point_2d
159;Riley Park;"{""coordinates"": [-123.10875870999524, 49.254085734277005], ""type"": ""Point""}";__FIYONC;69417941;013868608;W 19TH AV;49.254085734277005, -123.10875870999524
165;Riley Park;"{""coordinates"": [-123.10889407609528, 49.25408919586402], ""type"": ""Point""}";__FIYONE;69417935;005200938;W 19TH AV;49.25408919586402, -123.10889407609528
186;Riley Park;"{""coordinates"": [-123.10922695760435, 49.255457468368206], ""type"": ""Point""}";__FIYONQ;69117918;014205050;W 17TH AV;49.255457468368206, -123.10922695760435
154;Riley Park;"{""coordinates"": [-123.10853910768992, 49.25544328349523], ""type"": ""Point""}";__FIYOO0;69117946;002558301;W 17TH AV;49.25544328349523, -123.10853910768992
134;Riley Park;"{""coordinates"": [-123.10813123150491, 49.255435579249706], ""type"": ""Point""}";__FIYOO6;69117962;002429951;W 17TH AV;49.255435579249706, -123.10813123150491
116;Riley Park;"{""coordinates"": [-123.10772265358773, 49.25542741546237], ""type"": ""Point""}";__FIYOOC;69117980;014205122;W 17TH AV;49.25542741546237, -123.10772265358773
108;Riley Park;"{""coordinates"": [-123.10758316510159, 49.25542574639008], ""type"": ""Point""}";__FIYOOE;69117984;014205131;W 17TH AV;49.25542574639008, -123.10758316510159
102;Riley Park;"{""coordinates"": [-123.10742030589331, 49.25542005103241], ""type"": ""Point""}";__FIYOOG;69117996;014205149;W 17TH AV;49.25542005103241, -123.10742030589331
3383;Riley Park;"{""coordinates"": [-123.10750956390366, 49.255085363849176], ""type"": ""Point""}";__FIYOOI;18269161;006802435;MANITOBA ST;49.255085363849176, -123.10750956390366
121;Riley Park;"{""coordinates"": [-123.10788109706989, 49.25499595586007], ""type"": ""Point""}";__FIYOOO;69317977;014205157;W 18TH AV;49.25499595586007, -123.10788109706989
125;Riley Park;"{""coordinates"": [-123.10801716941563, 49.255000776093226], ""type"": ""Point""}";__FIYOOQ;69317971;014205165;W 18TH AV;49.255000776093226, -123.10801716941563
139;Riley Park;"{""coordinates"": [-123.1082997189511, 49.25500500019908], ""type"": ""Point""}";__FIYOOU;69317959;014205181;W 18TH AV;49.25500500019908, -123.1082997189511
151;Riley Park;"{""coordinates"": [-123.10857250862756, 49.25500789249831], ""type"": ""Point""}";__FIYOOY;69317947;010505016;W 18TH AV;49.25500789249831, -123.10857250862756
165;Riley Park;"{""coordinates"": [-123.10885698910086, 49.255015270748814], ""type"": ""Point""}";__FIYOP2;69317935;014205203;W 18TH AV;49.255015270748814, -123.10885698910086
196;Riley Park;"{""coordinates"": [-123.10946131483858, 49.2564619944399], ""type"": ""Point""}";__FIYOPA;69017904;014212838;W 16TH AV;49.2564619944399, -123.10946131483858
3263;Riley Park;"{""coordinates"": [-123.10739404882628, 49.25597956903156], ""type"": ""Point""}";__FIYOPM;69117995;014212919;MANITOBA ST;49.25597956903156, -123.10739404882628
145;Riley Park;"{""coordinates"": [-123.10838767217436, 49.25599798087606], ""type"": ""Point""}";__FIYOPY;69117951;014212951;W 17TH AV;49.25599798087606, -123.10838767217436
159;Riley Park;"{""coordinates"": [-123.10865910095818, 49.256004463340325], ""type"": ""Point""}";__FIYOQ2;69117941;004645308;W 17TH AV;49.256004463340325, -123.10865910095818
18;Riley Park;"{""coordinates"": [-123.10541885428884, 49.25637403839003], ""type"": ""Point""}";__FIYOQM;69018286;014211530;W 16TH AV;49.25637403839003, -123.10541885428884
3275;Riley Park;"{""coordinates"": [-123.10525124215438, 49.25595053444504], ""type"": ""Point""}";__FIYOQQ;69118295;VAS973;ONTARIO ST;49.25595053444504, -123.10525124215438
27;Riley Park;"{""coordinates"": [-123.10570500213102, 49.255942465256226], ""type"": ""Point""}";__FIYOQU;69118273;013563351;W 17TH AV;49.255942465256226, -123.10570500213102
79;Riley Park;"{""coordinates"": [-123.10668007177365, 49.25596089976437], ""type"": ""Point""}";__FIYOR6;69118223;014211696;W 17TH AV;49.25596089976437, -123.10668007177365
87;Riley Park;"{""coordinates"": [-123.10681819137415, 49.25596437023636], ""type"": ""Point""}";__FIYOR8;69118217;013272217;W 17TH AV;49.25596437023636, -123.10681819137415
43;Riley Park;"{""coordinates"": [-123.10603819728458, 49.25496484740776], ""type"": ""Point""}";__FIYOSA;69318255;014202514;W 18TH AV;49.25496484740776, -123.10603819728458
49;Riley Park;"{""coordinates"": [-123.10618317744202, 49.254964714254236], ""type"": ""Point""}";__FIYOSC;69318249;014202531;W 18TH AV;49.254964714254236, -123.10618317744202
57;Riley Park;"{""coordinates"": [-123.10631235793797, 49.254966394502155], ""type"": ""Point""}";__FIYOSE;69318241;014202565;W 18TH AV;49.254966394502155, -123.10631235793797
71;Riley Park;"{""coordinates"": [-123.10659765654619, 49.254971070001794], ""type"": ""Point""}";__FIYOSI;69318227;014202743;W 18TH AV;49.254971070001794, -123.10659765654619
3350;Riley Park;"{""coordinates"": [-123.10691463176555, 49.255071523570486], ""type"": ""Point""}";__FIYOSM;18269162;011287772;MANITOBA ST;49.255071523570486, -123.10691463176555
3366;Riley Park;"{""coordinates"": [-123.10691971287982, 49.25487902117076], ""type"": ""Point""}";__FIYOSO;18269192;010716106;MANITOBA ST;49.25487902117076, -123.10691971287982
82;Riley Park;"{""coordinates"": [-123.10674284605308, 49.25443708764027], ""type"": ""Point""}";__FIYOSU;69318222;002805031;W 18TH AV;49.25443708764027, -123.10674284605308
54;Riley Park;"{""coordinates"": [-123.10618558864252, 49.25442951444344], ""type"": ""Point""}";__FIYOT2;69318246;013867121;W 18TH AV;49.25442951444344, -123.10618558864252
40;Riley Park;"{""coordinates"": [-123.10591210459661, 49.2544216697743], ""type"": ""Point""}";__FIYOT6;69318258;013867156;W 18TH AV;49.2544216697743, -123.10591210459661
20;Riley Park;"{""coordinates"": [-123.10550518923964, 49.254415745426755], ""type"": ""Point""}";__FIYOTC;69318276;002982447;W 18TH AV;49.254415745426755, -123.10550518923964
7;Riley Park;"{""coordinates"": [-123.10510649407586, 49.254022585910654], ""type"": ""Point""}";__FIYOTK;69418285;013867202;W 19TH AV;49.254022585910654, -123.10510649407586
61;Riley Park;"{""coordinates"": [-123.10608373813854, 49.25404102347067], ""type"": ""Point""}";__FIYOTY;69418243;013867237;W 19TH AV;49.25404102347067, -123.10608373813854
73;Riley Park;"{""coordinates"": [-123.10649738014226, 49.25404513154055], ""type"": ""Point""}";__FIYOU4;69418227;007625715;W 19TH AV;49.25404513154055, -123.10649738014226
91;Riley Park;"{""coordinates"": [-123.10691446937307, 49.25405464106733], ""type"": ""Point""}";__FIYOUA;69418211;011897601;W 19TH AV;49.25405464106733, -123.10691446937307
26;Mount Pleasant;"{""coordinates"": [-123.10575899299519, 49.258217827739394], ""type"": ""Point""}";__FIYOUO;68418260;LMS2848;W 14TH AV;49.258217827739394, -123.10575899299519
5;Mount Pleasant;"{""coordinates"": [-123.10545485572253, 49.25777184413811], ""type"": ""Point""}";__FIYOUS;68718295;011244232;W 15TH AV;49.25777184413811, -123.10545485572253
45;Mount Pleasant;"{""coordinates"": [-123.1062335296059, 49.257827341889616], ""type"": ""Point""}";__FIYOUW;68718239;012935735;W 15TH AV;49.257827341889616, -123.1062335296059
168;Mount Pleasant;"{""coordinates"": [-123.10920094871976, 49.258269352705916], ""type"": ""Point""}";__FIYOV4;68417918;BCS924;W 14TH AV;49.258269352705916, -123.10920094871976
156;Mount Pleasant;"{""coordinates"": [-123.10899341981815, 49.25826595058106], ""type"": ""Point""}";__FIYOV6;68417926;LMS3813;W 14TH AV;49.25826595058106, -123.10899341981815
154;Mount Pleasant;"{""coordinates"": [-123.10878109262235, 49.258261653079806], ""type"": ""Point""}";__FIYOV8;68417936;LMS3828;W 14TH AV;49.258261653079806, -123.10878109262235
3025;Mount Pleasant;"{""coordinates"": [-123.10729210558473, 49.25830578166356], ""type"": ""Point""}";__FIYOVG;68417996;004583302;MANITOBA ST;49.25830578166356, -123.10729210558473
43;Mount Pleasant;"{""coordinates"": [-123.1043867906137, 49.25773261444638], ""type"": ""Point""}";__FIYOVW;68718457;015523101;E 15TH AV;49.25773261444638, -123.1043867906137
43;Mount Pleasant;"{""coordinates"": [-123.10382883382539, 49.257736724289614], ""type"": ""Point""}";__FIYOVY;68718457;015522571;E 15TH AV;49.257736724289614, -123.10382883382539
52;Riley Park;"{""coordinates"": [-123.1060969418291, 49.25639945884611], ""type"": ""Point""}";__FIYOW2;69018252;VAS1641;W 16TH AV;49.25639945884611, -123.1060969418291
84;Riley Park;"{""coordinates"": [-123.10670553407427, 49.25641872383188], ""type"": ""Point""}";__FIYOWA;69018216;VAS1939;W 16TH AV;49.25641872383188, -123.10670553407427
195;Riley Park;"{""coordinates"": [-123.10940257561661, 49.25502420039176], ""type"": ""Point""}";__FIYOWQ;69317913;014811600;W 18TH AV;49.25502420039176, -123.10940257561661
10;Mount Pleasant;"{""coordinates"": [-123.10534440256689, 49.25821063252698], ""type"": ""Point""}";__FIYOX0;68418292;VAS2755;W 14TH AV;49.25821063252698, -123.10534440256689
28;Riley Park;"{""coordinates"": [-123.10456626246562, 49.255476226885165], ""type"": ""Point""}";__FIYOX6;69118428;014603586;E 17TH AV;49.255476226885165, -123.10456626246562
3020;Mount Pleasant;"{""coordinates"": [-123.10286520592845, 49.25814164229649], ""type"": ""Point""}";__FIYOXC;18668408;VAS1011;QUEBEC ST;49.25814164229649, -123.10286520592845
3978;Riley Park;"{""coordinates"": [-123.10461690345926, 49.249727999584884], ""type"": ""Point""}";__FIYOXI;18470778;007882866;ONTARIO ST;49.249727999584884, -123.10461690345926
66;Riley Park;"{""coordinates"": [-123.10363043375568, 49.24971847216979], ""type"": ""Point""}";__FIYOXM;70718466;015249557;E 23RD AV;49.24971847216979, -123.10363043375568
56;Riley Park;"{""coordinates"": [-123.10380494492361, 49.24972011454988], ""type"": ""Point""}";__FIYOXO;70718456;008777284;E 23RD AV;49.24972011454988, -123.10380494492361
17;Riley Park;"{""coordinates"": [-123.10411992269121, 49.25013089501194], ""type"": ""Point""}";__FIYOXW;70718417;012085499;E 23RD AV;49.25013089501194, -123.10411992269121
20;Riley Park;"{""coordinates"": [-123.10436108182826, 49.25077291860375], ""type"": ""Point""}";__FIYOY4;70318420;015391116;E 22ND AV;49.25077291860375, -123.10436108182826
3830;Riley Park;"{""coordinates"": [-123.10461668175272, 49.25078060323581], ""type"": ""Point""}";__FIYOYO;18470330;015391183;ONTARIO ST;49.25078060323581, -123.10461668175272
3850;Riley Park;"{""coordinates"": [-123.10437614882815, 49.25043721214446], ""type"": ""Point""}";__FIYOYS;18470350;008711615;ONTARIO ST;49.25043721214446, -123.10437614882815
3860;Riley Park;"{""coordinates"": [-123.10438141478593, 49.25032791538377], ""type"": ""Point""}";__FIYOYU;18470360;010435387;ONTARIO ST;49.25032791538377, -123.10438141478593
3870;Riley Park;"{""coordinates"": [-123.10458153188559, 49.25022105101902], ""type"": ""Point""}";__FIYOYW;18470370;015249492;ONTARIO ST;49.25022105101902, -123.10458153188559
112;Riley Park;"{""coordinates"": [-123.1024668851554, 49.25077688990064], ""type"": ""Point""}";__FIYOZ0;70318712;014803682;E 22ND AV;49.25077688990064, -123.1024668851554
141;Riley Park;"{""coordinates"": [-123.10221531925808, 49.25046004001636], ""type"": ""Point""}";__FIYOZG;70618741;014805910;E 23RD AV;49.25046004001636, -123.10221531925808
3840;Riley Park;"{""coordinates"": [-123.10267692857339, 49.25068296417076], ""type"": ""Point""}";__FIYOZQ;18770340;014803640;QUEBEC ST;49.25068296417076, -123.10267692857339
128;Riley Park;"{""coordinates"": [-123.10234513216875, 49.25004885222849], ""type"": ""Point""}";__FIYP06;70618728;013310496;E 23RD AV;49.25004885222849, -123.10234513216875
142;Riley Park;"{""coordinates"": [-123.1021877922323, 49.25004540240642], ""type"": ""Point""}";__FIYP08;70618742;013310518;E 23RD AV;49.25004540240642, -123.1021877922323
152;Riley Park;"{""coordinates"": [-123.10206962293752, 49.25004640638884], ""type"": ""Point""}";__FIYP0A;70618752;006071929;E 23RD AV;49.25004640638884, -123.10206962293752
162;Riley Park;"{""coordinates"": [-123.10190953206555, 49.250041600338896], ""type"": ""Point""}";__FIYP0C;70618762;013310682;E 23RD AV;49.250041600338896, -123.10190953206555
3981;Riley Park;"{""coordinates"": [-123.10143265950754, 49.2496745739579], ""type"": ""Point""}";__FIYP0K;19070687;013643703;MAIN ST;49.2496745739579, -123.10143265950754
3995;Riley Park;"{""coordinates"": [-123.10143384839326, 49.24958417987144], ""type"": ""Point""}";__FIYP0M;19070697;013643631;MAIN ST;49.24958417987144, -123.10143384839326
169;Riley Park;"{""coordinates"": [-123.10197126701603, 49.24972671291226], ""type"": ""Point""}";__FIYP0Q;70818477;015329208;E 24TH AV;49.24972671291226, -123.10197126701603
161;Riley Park;"{""coordinates"": [-123.10210125537102, 49.24972704786989], ""type"": ""Point""}";__FIYP0S;70818471;009481028;E 24TH AV;49.24972704786989, -123.10210125537102
155;Riley Park;"{""coordinates"": [-123.1022091276306, 49.2497305505787], ""type"": ""Point""}";__FIYP0U;70818465;013162039;E 24TH AV;49.2497305505787, -123.1022091276306
125;Riley Park;"{""coordinates"": [-123.10269680858728, 49.249681085121715], ""type"": ""Point""}";__FIYP16;70818441;006714137;E 24TH AV;49.249681085121715, -123.10269680858728
74;Riley Park;"{""coordinates"": [-123.10345881529683, 49.2497202451222], ""type"": ""Point""}";__FIYP1C;70718474;013037323;E 23RD AV;49.2497202451222, -123.10345881529683
76;Riley Park;"{""coordinates"": [-123.10339471890194, 49.25157121420464], ""type"": ""Point""}";__FIYP1Y;70218476;015256634;E 21ST AV;49.25157121420464, -123.10339471890194
4;Riley Park;"{""coordinates"": [-123.10451808069027, 49.25171365925057], ""type"": ""Point""}";__FIYP28;18470206;015256677;E 21ST AV;49.25171365925057, -123.10451808069027
3732;Riley Park;"{""coordinates"": [-123.10452882939744, 49.25153284551054], ""type"": ""Point""}";__FIYP2C;18470232;015256685;ONTARIO ST;49.25153284551054, -123.10452882939744
3782;Riley Park;"{""coordinates"": [-123.10454454157725, 49.251171232240736], ""type"": ""Point""}";__FIYP2I;18470282;015256707;ONTARIO ST;49.251171232240736, -123.10454454157725
83;Riley Park;"{""coordinates"": [-123.10343098097134, 49.25118258802686], ""type"": ""Point""}";__FIYP2W;70318483;015256766;E 22ND AV;49.25118258802686, -123.10343098097134
76;Riley Park;"{""coordinates"": [-123.10336295395165, 49.25247524464775], ""type"": ""Point""}";__FIYP32;69718476;005682703;E 20TH AV;49.25247524464775, -123.10336295395165
18;Riley Park;"{""coordinates"": [-123.10403218507038, 49.252484079967694], ""type"": ""Point""}";__FIYP3A;69718418;002717174;E 20TH AV;49.252484079967694, -123.10403218507038
8;Riley Park;"{""coordinates"": [-123.10416616853274, 49.25248574929435], ""type"": ""Point""}";__FIYP3C;69718412;015262910;E 20TH AV;49.25248574929435, -123.10416616853274
17;Riley Park;"{""coordinates"": [-123.10405939006564, 49.25209682008728], ""type"": ""Point""}";__FIYP3G;70218417;015262979;E 21ST AV;49.25209682008728, -123.10405939006564
51;Riley Park;"{""coordinates"": [-123.10366238595299, 49.25208998080167], ""type"": ""Point""}";__FIYP3K;70218451;015262995;E 21ST AV;49.25208998080167, -123.10366238595299
61;Riley Park;"{""coordinates"": [-123.10352840261848, 49.25208785213439], ""type"": ""Point""}";__FIYP3M;70218461;015263002;E 21ST AV;49.25208785213439, -123.10352840261848
75;Riley Park;"{""coordinates"": [-123.10339441929526, 49.2520857233117], ""type"": ""Point""}";__FIYP3O;70218475;011777958;E 21ST AV;49.2520857233117, -123.10339441929526
83;Riley Park;"{""coordinates"": [-123.10325974797541, 49.25208314518736], ""type"": ""Point""}";__FIYP3Q;70218485;015263011;E 21ST AV;49.25208314518736, -123.10325974797541
3680;Riley Park;"{""coordinates"": [-123.10451349678112, 49.2520743628939], ""type"": ""Point""}";__FIYP44;18469780;015262952;ONTARIO ST;49.2520743628939, -123.10451349678112
3550;Riley Park;"{""coordinates"": [-123.10445829289648, 49.25325096100555], ""type"": ""Point""}";__FIYP4E;18469450;011566531;ONTARIO ST;49.25325096100555, -123.10445829289648
86;Riley Park;"{""coordinates"": [-123.1031911847408, 49.25345090308938], ""type"": ""Point""}";__FIYP4O;69418486;011191368;E 19TH AV;49.25345090308938, -123.1031911847408
62;Riley Park;"{""coordinates"": [-123.10345022473668, 49.253454269522564], ""type"": ""Point""}";__FIYP4S;69418462;010950681;E 19TH AV;49.253454269522564, -123.10345022473668
52;Riley Park;"{""coordinates"": [-123.10359108924288, 49.25345954043884], ""type"": ""Point""}";__FIYP4U;69418452;013896229;E 19TH AV;49.25345954043884, -123.10359108924288
18;Riley Park;"{""coordinates"": [-123.10398966125503, 49.25348795809605], ""type"": ""Point""}";__FIYP50;69418418;015160068;E 19TH AV;49.25348795809605, -123.10398966125503
8;Riley Park;"{""coordinates"": [-123.10412429480976, 49.25347074591606], ""type"": ""Point""}";__FIYP52;69418412;007714891;E 19TH AV;49.25347074591606, -123.10412429480976
59;Riley Park;"{""coordinates"": [-123.10362106666503, 49.25301623800687], ""type"": ""Point""}";__FIYP56;69718459;015160319;E 20TH AV;49.25301623800687, -123.10362106666503
77;Riley Park;"{""coordinates"": [-123.10348982633565, 49.253012757551055], ""type"": ""Point""}";__FIYP58;69718477;015160335;E 20TH AV;49.253012757551055, -123.10348982633565
3597;Riley Park;"{""coordinates"": [-123.10314394654309, 49.25288002751415], ""type"": ""Point""}";__FIYP5C;18769497;003175511;QUEBEC ST;49.25288002751415, -123.10314394654309
3563;Riley Park;"{""coordinates"": [-123.103128703964, 49.25314899827153], ""type"": ""Point""}";__FIYP5I;18769463;011858524;QUEBEC ST;49.25314899827153, -123.103128703964
138;Riley Park;"{""coordinates"": [-123.10210828548465, 49.25342894539576], ""type"": ""Point""}";__FIYP5O;69418736;010845054;E 19TH AV;49.25342894539576, -123.10210828548465
